Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, 
268049, 1228438.3385486158, 203, 275719, 1290288.120875942, 203, 257276, 1208428.1391701018, 203, 266007, 1243586.0106304372, 203, 
268049, 1225021.058406335, 204, 269600, 1257512.537747421, 204, 257276, 1207255.8253608285, 204, 266007, 1236419.4963806686, 204, 
268049, 1224653.4702547246, 205, 269600, 1251926.3124541407, 205, 257276, 1206798.973827132, 205, 266007, 1232104.841908775, 205, 
268049, 1221655.034680077, 206, 267716, 1239660.0591712475, 206, 257276, 1205029.5962371705, 206, 266007, 1232104.841908775, 205, 
268049, 1220175.6908471112, 207, 267716, 1239619.7004327346, 207, 257276, 1204499.8112772023, 207, 266007, 1231220.9740688757, 207, 
268049, 1219572.7553900813, 208, 267716, 1238396.1318672844, 208, 257276, 1204156.1478231465, 208, 266927, 1229305.4002307414, 208, 
268767, 1215207.7237765957, 209, 267716, 1234595.1821504307, 209, 256974, 1203528.4091684436, 209, 267063, 1226743.7400150516, 209, 
265483, 1193623.2544077113, 210, 267716, 1225351.9840674156, 210, 255709, 1196039.314596436, 210, 267063, 1225828.7874814668, 210, 
265483, 1187779.2740668987, 211, 267716, 1222859.1608070582, 211, 255709, 1195983.9188942835, 211, 266595, 1223640.787915717, 211, 
265483, 1186340.260894814, 212, 267716, 1218304.182475046, 212, 255709, 1193094.2071828726, 212, 266595, 1222260.4657590042, 212, 
265483, 1181682.9834123305, 213, 267716, 1208535.3605170066, 213, 256121, 1192342.7022751116, 213, 266595, 1215046.1421285428, 213, 
265483, 1178007.5940061954, 214, 267716, 1208535.3605170066, 213, 256121, 1189784.6676888338, 214, 267063, 1212942.7318014991, 214, 
265965, 1177309.3323654325, 215, 268313, 1204830.1954426914, 215, 256121, 1189591.147767198, 215, 267063, 1212547.692038616, 215, 
265965, 1176723.3394163726, 216, 268313, 1203680.6125286268, 216, 256121, 1189294.467468581, 216, 266430, 1209456.4910658856, 216, 
265965, 1175365.8867130447, 217, 268313, 1203001.471463442, 217, 253632, 1168738.7924373944, 217, 266430, 1201866.9018436482, 217, 
265965, 1175365.8867130447, 217, 268520, 1201077.5192973122, 218, 253632, 1165600.7587650097, 218, 266430, 1196229.2058045994, 218, 
265965, 1175365.8867130447, 217, 269125, 1202360.6862486484, 219, 253541, 1162178.7428474922, 219, 263524, 1173703.3349929836, 219, 
264827, 1167679.09284391, 220, 269580, 1201547.5305371392, 220, 260243, 1214302.4420898154, 220, 261456, 1169162.05967779, 220, 
264827, 1167477.3329046436, 221, 269580, 1201311.705616605, 221, 260243, 1208243.447924875, 221, 261456, 1169162.05967779, 220, 
268286, 1198508.6564073928, 222, 269580, 1198692.985246011, 222, 260243, 1207635.5804915384, 222, 261456, 1169162.05967779, 220, 
268286, 1197715.8307353465, 223, 269465, 1197632.024765157, 223, 260243, 1205855.183855376, 223, 261610, 1169401.6656869124, 223, 
268286, 1196436.8128386687, 224, 269465, 1197507.2283366756, 224, 260243, 1204905.3064368868, 224, 261610, 1169069.9160140848, 224, 
268286, 1195307.2453871763, 225, 269465, 1196172.3207944909, 225, 258919, 1204633.5611308783, 225, 261983, 1178926.3588717554, 225, 
268286, 1191406.815597121, 226, 269465, 1196078.4239916604, 226, 255902, 1184119.9695669275, 226, 261983, 1177716.3048793392, 226, 
261604, 1150924.0257257798, 227, 269465, 1195241.3049270208, 227, 255902, 1180414.171466142, 227, 261983, 1177018.1936673052, 227, 
259939, 1136590.9510046728, 228, 269465, 1193438.7037631024, 228, 255902, 1180393.653640973, 228, 261983, 1177018.1936673052, 227, 
259939, 1136590.9510046728, 228, 269465, 1191424.611971708, 229, 255902, 1179700.922298866, 229, 261983, 1171357.683731179, 229, 
259939, 1133616.0604032036, 230, 269465, 1191130.2303037331, 230, 255902, 1179539.4374092496, 230, 261983, 1171357.683731179, 229, 
267426, 1185354.492790072, 231, 269465, 1190645.8059953814, 231, 255902, 1179539.4374092496, 230, 261983, 1166625.3627720585, 231, 
267426, 1185354.492790072, 232, 269465, 1188893.2239107664, 232, 255902, 1178945.6677199611, 232, 261983, 1166113.2426696036, 232, 
268423, 1185616.3422678206, 233, 270063, 1189286.8394316735, 233, 255481, 1176942.6286745837, 233, 261983, 1164036.2873946482, 233, 
268423, 1183197.590290867, 234, 270063, 1187851.5405475334, 234, 255481, 1176017.970357554, 234, 261983, 1163055.706997584, 234, 
268581, 1181027.018274154, 235, 270063, 1187851.5405475334, 234, 256110, 1172264.9291621833, 235, 261983, 1162528.7861432552, 235, 
268581, 1180686.5289571425, 236, 270063, 1186974.6017915637, 236, 256246, 1170029.7933105852, 236, 269396, 1221948.2030922, 236, 
268581, 1180055.092659044, 237, 270063, 1186905.2309781464, 237, 256246, 1169474.5963385084, 237, 269396, 1220943.220528195, 237, 
268581, 1179494.3503629887, 238, 270063, 1182458.2952107906, 238, 256246, 1168643.2974276606, 238, 269396, 1220503.4178527447, 238, 
268581, 1178435.172661107, 239, 270063, 1181582.6600593582, 239, 256497, 1168228.6586792916, 239, 269396, 1217452.228060879, 239, 
268581, 1172519.0695772322, 240, 270063, 1179518.6919147098, 240, 259392, 1203624.5656383953, 240, 268668, 1206572.9693885318, 240, 
268581, 1172181.597763008, 241, 270063, 1177955.2613028642, 241, 259392, 1202325.613956029, 241, 268668, 1201347.6333902956, 241, 
268581, 1168481.3877177134, 242, 270063, 1175543.0071058273, 242, 259392, 1200498.7760001093, 242, 268668, 1196925.7515840402, 242, 
268581, 1164234.8090286232, 243, 270063, 1175247.8419702633, 243, 259392, 1196999.1367369804, 243, 268668, 1195675.6942099982, 243, 
264813, 1147297.2103666922, 244, 269576, 1172578.392914821, 244, 259392, 1196224.7345237022, 244, 268668, 1195254.6549944368, 244, 
264813, 1146620.1329140754, 245, 269855, 1171482.9568466393, 245, 259392, 1195835.106632506, 245, 268668, 1194103.8504099094, 245, 
265282, 1146191.1376836423, 246, 269855, 1170333.8871343657, 246, 259392, 1195032.535947547, 246, 268996, 1193167.9471090653, 246, 
272182, 1222860.7689783766, 247, 275619, 1209677.9114788075, 247, 258267, 1193978.4922215422, 247, 268996, 1186830.597319691, 247, 
272182, 1221817.879179075, 248, 275619, 1207619.2962219056, 248, 256092, 1167041.473934515, 248, 264236, 1157093.918990518, 248, 
272182, 1220308.9842021265, 249, 275619, 1207300.4970477924, 249, 255825, 1166881.2733239736, 249, 263892, 1156330.9223873895, 249, 

